earnings,lnearnings,dearnings,gender,age,lnage,agesq,education,educsquared,agebyeduc,genderbyage,genderbyeduc,hours,lnhours,genderbyhours,dself,dprivate,dgovt,state,statefip,stateunemp,stateincomepc,year,pernum,perwt,relate,region,metro,marst,race,raced,hispan,racesing,hcovany,attainededuc,detailededuc,empstat,classwkr,classwkrd,wkswork2,workedyr,inctot,incwage,incbus00,incearn
10000.0,9.2103405,0.0,0,48,3.871201,2304.0,12.0,144.0,576.0,0.0,0.0,40,3.6888795,0.0,1.0,0.0,0.0,Maryland ,Maryland,7.7,49025,2010,1,321.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city",Widowed,Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Self-employed,"Self-employed, not incorporated",50-52 weeks,Yes,10000,0,10000,10000
44000.0,10.691945,0.0,1,46,3.8286414,2116.0,18.0,324.0,828.0,46.0,18.0,50,3.912023,50.0,0.0,1.0,0.0,Maryland ,Maryland,7.7,49025,2010,1,117.0,Head/Householder,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,Wage/salary at non-profit,50-52 weeks,Yes,44000,44000,0,44000
35000.0,10.463103,0.0,0,58,4.060443,3364.0,12.0,144.0,696.0,0.0,0.0,55,4.0073333,0.0,0.0,1.0,0.0,Maryland ,Maryland,7.7,49025,2010,1,54.0,Head/Householder,South Atlantic Division,Not in metro area,Divorced,White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,35000,35000,0,35000
58000.0,10.968198,0.0,0,41,3.713572,1681.0,16.0,256.0,656.0,0.0,0.0,45,3.8066626,0.0,0.0,1.0,0.0,Maryland ,Maryland,7.7,49025,2010,2,68.0,Spouse,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,58000,58000,0,58000
75000.0,11.225244,0.0,0,64,4.158883,4096.0,13.0,169.0,832.0,0.0,0.0,50,3.912023,0.0,0.0,1.0,0.0,Maryland ,Maryland,7.7,49025,2010,1,60.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,75000,75000,0,75000
42000.0,10.645425,0.0,1,61,4.1108737,3721.0,16.0,256.0,976.0,61.0,16.0,40,3.6888795,40.0,0.0,0.0,1.0,Maryland ,Maryland,7.7,49025,2010,1,120.0,Head/Householder,South Atlantic Division,"In metro area, central city","Married, spouse absent",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,Local govt employee,50-52 weeks,Yes,42000,42000,0,42000
46000.0,10.736397,0.0,0,34,3.5263605,1156.0,16.0,256.0,544.0,0.0,0.0,37,3.6109178,0.0,0.0,1.0,0.0,Maryland ,Maryland,7.7,49025,2010,2,51.0,Spouse,South Atlantic Division,"In metro area, central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,46000,46000,0,46000
60000.0,11.0021,0.0,1,42,3.7376697,1764.0,13.0,169.0,546.0,42.0,13.0,40,3.6888795,40.0,0.0,1.0,0.0,Maryland ,Maryland,7.7,49025,2010,2,88.0,Spouse,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,60000,60000,0,60000
30000.0,10.308952,0.0,1,56,4.0253515,3136.0,12.0,144.0,672.0,56.0,12.0,44,3.7841897,44.0,0.0,1.0,0.0,Maryland ,Maryland,7.7,49025,2010,1,58.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city",Divorced,White,White,Not Hispanic,White,No health insurance coverage,Grade 12,"12th grade, no diploma",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,36000,30000,0,30000
65000.0,11.082143,0.0,1,31,3.4339871,961.0,18.0,324.0,558.0,31.0,18.0,60,4.0943446,60.0,0.0,1.0,0.0,Maryland ,Maryland,7.7,49025,2010,2,74.0,Spouse,South Atlantic Division,"In metro area, central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Professional degree beyond a bachelor's degree,Employed,Works for wages,Wage/salary at non-profit,50-52 weeks,Yes,65000,65000,0,65000
51000.0,10.839581,0.0,1,46,3.8286414,2116.0,12.0,144.0,552.0,46.0,12.0,40,3.6888795,40.0,0.0,1.0,0.0,Maryland ,Maryland,7.7,49025,2010,2,82.0,Spouse,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,Grade 12,"Some college, but less than 1 year",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,51000,51000,0,51000
140000.0,11.849398,1.0,0,42,3.7376697,1764.0,18.0,324.0,756.0,0.0,0.0,45,3.8066626,0.0,0.0,1.0,0.0,Maryland ,Maryland,7.7,49025,2010,1,67.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,140000,140000,0,140000
42000.0,10.645425,0.0,1,59,4.0775375,3481.0,12.0,144.0,708.0,59.0,12.0,52,3.9512436,52.0,0.0,1.0,0.0,Maryland ,Maryland,7.7,49025,2010,3,444.0,Parent,South Atlantic Division,Not in metro area,Widowed,White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,42000,42000,0,42000
52000.0,10.858999,0.0,1,47,3.8501475,2209.0,13.0,169.0,611.0,47.0,13.0,35,3.5553482,35.0,0.0,1.0,0.0,Maryland ,Maryland,7.7,49025,2010,2,81.0,Spouse,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,57800,52000,0,52000
50000.0,10.819778,0.0,0,32,3.465736,1024.0,13.0,169.0,416.0,0.0,0.0,48,3.871201,0.0,1.0,0.0,0.0,Maryland ,Maryland,7.7,49025,2010,1,204.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city",Divorced,White,White,Other,White,No health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Self-employed,"Self-employed, not incorporated",50-52 weeks,Yes,50000,0,50000,50000
50000.0,10.819778,0.0,0,62,4.1271343,3844.0,16.0,256.0,992.0,0.0,0.0,48,3.871201,0.0,0.0,1.0,0.0,Maryland ,Maryland,7.7,49025,2010,1,264.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city",Separated,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,50000,50000,0,50000
40000.0,10.596635,0.0,1,49,3.8918202,2401.0,12.0,144.0,588.0,49.0,12.0,40,3.6888795,40.0,0.0,1.0,0.0,Maryland ,Maryland,7.7,49025,2010,1,195.0,Head/Householder,South Atlantic Division,"In metro area, central city","Married, spouse absent",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,40000,40000,0,40000
115000.0,11.652687,1.0,1,49,3.8918202,2401.0,16.0,256.0,784.0,49.0,16.0,50,3.912023,50.0,0.0,0.0,1.0,Maryland ,Maryland,7.7,49025,2010,2,65.0,Spouse,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,Federal govt employee,50-52 weeks,Yes,115000,115000,0,115000
32000.0,10.373491,0.0,1,29,3.3672957,841.0,12.0,144.0,348.0,29.0,12.0,40,3.6888795,40.0,0.0,1.0,0.0,Maryland ,Maryland,7.7,49025,2010,1,75.0,Head/Householder,South Atlantic Division,Not identifiable,Never married/single,White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Unemployed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,32000,32000,0,32000
54000.0,10.896739,0.0,0,45,3.8066626,2025.0,16.0,256.0,720.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,1,97.0,Head/Householder,New England Division,"In metro, area, outside central city",Never married/single,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,54000,54000,0,54000
39000.0,10.571317,0.0,1,30,3.4011974,900.0,16.0,256.0,480.0,30.0,16.0,50,3.912023,50.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,1,278.0,Head/Householder,New England Division,Central city status unknown,Never married/single,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,39000,39000,0,39000
52000.0,10.858999,0.0,1,39,3.6635616,1521.0,14.0,196.0,546.0,39.0,14.0,50,3.912023,50.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,2,117.0,Spouse,New England Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,52000,52000,0,52000
48000.0,10.778956,0.0,0,31,3.4339871,961.0,18.0,324.0,558.0,0.0,0.0,50,3.912023,0.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,2,93.0,Spouse,New England Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Professional degree beyond a bachelor's degree,Employed,Works for wages,Wage/salary at non-profit,50-52 weeks,Yes,48000,48000,0,48000
45000.0,10.714417,0.0,0,32,3.465736,1024.0,18.0,324.0,576.0,0.0,0.0,48,3.871201,0.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,1,82.0,Head/Householder,New England Division,Central city status unknown,Never married/single,White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,45000,45000,0,45000
59000.0,10.985292,0.0,1,48,3.871201,2304.0,16.0,256.0,768.0,48.0,16.0,35,3.5553482,35.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,1,275.0,Head/Householder,New England Division,"In metro, area, outside central city",Divorced,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,59200,59000,0,59000
14700.0,9.595603,0.0,1,42,3.7376697,1764.0,12.0,144.0,504.0,42.0,12.0,40,3.6888795,40.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,1,206.0,Head/Householder,New England Division,"In metro area, central city","Married, spouse present",Other Asian or Pacific Islander,Cambodian,Not Hispanic,Asian and/or Pacific Islander,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,14700,14700,0,14700
55000.0,10.915089,0.0,1,28,3.3322046,784.0,16.0,256.0,448.0,28.0,16.0,40,3.6888795,40.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,2,108.0,"Partner, friend, visitor",New England Division,"In metro area, central city",Never married/single,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,55000,55000,0,55000
125000.0,11.736069,1.0,0,56,4.0253515,3136.0,18.0,324.0,1008.0,0.0,0.0,65,4.1743875,0.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,2,87.0,Spouse,New England Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Professional degree beyond a bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,125000,125000,0,125000
75000.0,11.225244,0.0,0,33,3.4965076,1089.0,16.0,256.0,528.0,0.0,0.0,45,3.8066626,0.0,0.0,0.0,1.0,Massachusetts ,Massachusetts,8.5,51552,2010,2,114.0,"Partner, friend, visitor",New England Division,"In metro area, central city",Never married/single,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,State govt employee,50-52 weeks,Yes,75000,75000,0,75000
60000.0,11.0021,0.0,0,28,3.3322046,784.0,16.0,256.0,448.0,0.0,0.0,50,3.912023,0.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,2,111.0,"Partner, friend, visitor",New England Division,"In metro area, central city",Never married/single,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,60400,60000,0,60000
40000.0,10.596635,0.0,1,43,3.7612002,1849.0,16.0,256.0,688.0,43.0,16.0,40,3.6888795,40.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,1,70.0,Head/Householder,New England Division,Not identifiable,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,40060,40000,0,40000
225000.0,12.323855,1.0,0,41,3.713572,1681.0,16.0,256.0,656.0,0.0,0.0,60,4.0943446,0.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,1,232.0,Head/Householder,New England Division,"In metro area, central city",Never married/single,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,250000,225000,0,225000
48000.0,10.778956,0.0,0,29,3.3672957,841.0,20.0,400.0,580.0,0.0,0.0,50,3.912023,0.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,3,76.0,"Partner, friend, visitor",New England Division,"In metro area, central city",Never married/single,White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Doctoral degree,Employed,Works for wages,Wage/salary at non-profit,50-52 weeks,Yes,48000,48000,0,48000
120000.0,11.695247,1.0,1,53,3.9702919,2809.0,18.0,324.0,954.0,53.0,18.0,50,3.912023,50.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,1,77.0,Head/Householder,New England Division,"In metro, area, outside central city",Never married/single,White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,120300,120000,0,120000
125000.0,11.736069,1.0,1,27,3.295837,729.0,16.0,256.0,432.0,27.0,16.0,65,4.1743875,65.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,1,257.0,Head/Householder,New England Division,"In metro area, central city",Never married/single,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,125000,125000,0,125000
46900.0,10.755773,0.0,0,60,4.0943446,3600.0,13.0,169.0,780.0,0.0,0.0,46,3.8286414,0.0,0.0,0.0,1.0,Massachusetts ,Massachusetts,8.5,51552,2010,1,116.0,Head/Householder,New England Division,Central city status unknown,Divorced,White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,Federal govt employee,50-52 weeks,Yes,46904,53000,-6100,46900
91000.0,11.418614,1.0,1,36,3.583519,1296.0,16.0,256.0,576.0,36.0,16.0,37,3.6109178,37.0,0.0,1.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,1,92.0,Head/Householder,New England Division,Central city status unknown,Never married/single,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,91000,91000,0,91000
50000.0,10.819778,0.0,1,50,3.912023,2500.0,16.0,256.0,800.0,50.0,16.0,35,3.5553482,35.0,1.0,0.0,0.0,Massachusetts ,Massachusetts,8.5,51552,2010,1,124.0,Head/Householder,New England Division,"In metro area, central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Self-employed,"Self-employed, not incorporated",50-52 weeks,Yes,54000,0,50000,50000
35000.0,10.463103,0.0,1,45,3.8066626,2025.0,18.0,324.0,810.0,45.0,18.0,50,3.912023,50.0,0.0,0.0,1.0,Massachusetts ,Massachusetts,8.5,51552,2010,2,91.0,Spouse,New England Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,Federal govt employee,50-52 weeks,Yes,38000,35000,0,35000
30000.0,10.308952,0.0,0,61,4.1108737,3721.0,13.0,169.0,793.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,1,134.0,Head/Householder,East North Central Div.,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,30000,30000,0,30000
57000.0,10.950807,0.0,0,36,3.583519,1296.0,18.0,324.0,648.0,0.0,0.0,45,3.8066626,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,1,115.0,Head/Householder,East North Central Div.,Not in metro area,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,57000,57000,0,57000
90000.0,11.407565,1.0,0,43,3.7612002,1849.0,16.0,256.0,688.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,1,129.0,Head/Householder,East North Central Div.,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,90000,90000,0,90000
27000.0,10.203592,0.0,0,25,3.218876,625.0,16.0,256.0,400.0,0.0,0.0,45,3.8066626,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,1,162.0,Head/Householder,East North Central Div.,Not in metro area,Divorced,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,27000,27000,0,27000
23500.0,10.064755,0.0,0,27,3.295837,729.0,13.0,169.0,351.0,0.0,0.0,40,3.6888795,0.0,0.0,0.0,1.0,Michigan ,Michigan,12.2,35597,2010,3,56.0,Child,East North Central Div.,Not in metro area,Never married/single,Other Asian or Pacific Islander,Korean,Not Hispanic,Asian and/or Pacific Islander,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,Local govt employee,50-52 weeks,Yes,23500,23500,0,23500
42400.0,10.654903,0.0,1,30,3.4011974,900.0,16.0,256.0,480.0,30.0,16.0,40,3.6888795,40.0,0.0,0.0,1.0,Michigan ,Michigan,12.2,35597,2010,3,102.0,Child,East North Central Div.,Not in metro area,Never married/single,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,Local govt employee,50-52 weeks,Yes,42400,42400,0,42400
65000.0,11.082143,0.0,0,38,3.637586,1444.0,16.0,256.0,608.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,2,116.0,Spouse,East North Central Div.,Not identifiable,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,65000,65000,0,65000
68000.0,11.127263,0.0,0,56,4.0253515,3136.0,18.0,324.0,1008.0,0.0,0.0,42,3.7376697,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,1,83.0,Head/Householder,East North Central Div.,Central city status unknown,Divorced,White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Professional degree beyond a bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,68000,68000,0,68000
25000.0,10.126631,0.0,1,33,3.4965076,1089.0,13.0,169.0,429.0,33.0,13.0,40,3.6888795,40.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,1,241.0,Head/Householder,East North Central Div.,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,25000,25000,0,25000
40000.0,10.596635,0.0,0,30,3.4011974,900.0,12.0,144.0,360.0,0.0,0.0,58,4.060443,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,1,139.0,Head/Householder,East North Central Div.,Not identifiable,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,40000,40000,0,40000
32000.0,10.373491,0.0,1,60,4.0943446,3600.0,12.0,144.0,720.0,60.0,12.0,40,3.6888795,40.0,0.0,0.0,1.0,Michigan ,Michigan,12.2,35597,2010,2,105.0,Parent,East North Central Div.,"In metro area, central city",Widowed,White,White,Not Hispanic,White,With health insurance coverage,Grade 12,"Some college, but less than 1 year",Employed,Works for wages,Local govt employee,50-52 weeks,Yes,32000,32000,0,32000
42000.0,10.645425,0.0,1,39,3.6635616,1521.0,14.0,196.0,546.0,39.0,14.0,40,3.6888795,40.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,2,97.0,"Partner, friend, visitor",East North Central Div.,"In metro, area, outside central city",Divorced,White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,42000,42000,0,42000
120000.0,11.695247,1.0,0,56,4.0253515,3136.0,14.0,196.0,784.0,0.0,0.0,50,3.912023,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,1,103.0,Head/Householder,East North Central Div.,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,120560,120000,0,120000
80000.0,11.289782,0.0,0,43,3.7612002,1849.0,16.0,256.0,688.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,1,376.0,Head/Householder,East North Central Div.,"In metro, area, outside central city",Divorced,Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,80000,80000,0,80000
100000.0,11.512925,1.0,0,56,4.0253515,3136.0,12.0,144.0,672.0,0.0,0.0,54,3.988984,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,1,105.0,Head/Householder,East North Central Div.,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,100000,100000,0,100000
18000.0,9.798127,0.0,0,38,3.637586,1444.0,12.0,144.0,456.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,2,341.0,"Partner, friend, visitor",East North Central Div.,Central city status unknown,Divorced,Black/Negro,Black/Negro,Not Hispanic,Black,No health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,18000,18000,0,18000
294000.0,12.591335,1.0,0,40,3.6888795,1600.0,16.0,256.0,640.0,0.0,0.0,55,4.0073333,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,1,263.0,Head/Householder,East North Central Div.,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,294000,294000,0,294000
40000.0,10.596635,0.0,0,52,3.9512436,2704.0,14.0,196.0,728.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,1,122.0,Head/Householder,East North Central Div.,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,40000,40000,0,40000
54000.0,10.896739,0.0,1,29,3.3672957,841.0,14.0,196.0,406.0,29.0,14.0,36,3.583519,36.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,1,96.0,Head/Householder,East North Central Div.,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,54000,54000,0,54000
20600.0,9.933046,0.0,0,31,3.4339871,961.0,13.0,169.0,403.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,3,458.0,"Partner, friend, visitor",East North Central Div.,"In metro, area, outside central city",Divorced,White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,20600,20600,0,20600
36000.0,10.491274,0.0,1,53,3.9702919,2809.0,14.0,196.0,742.0,53.0,14.0,40,3.6888795,40.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,1,72.0,Head/Householder,East North Central Div.,Not in metro area,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,Wage/salary at non-profit,50-52 weeks,Yes,36000,36000,0,36000
23000.0,10.043249,0.0,0,35,3.5553482,1225.0,0.0,0.0,0.0,0.0,0.0,50,3.912023,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,2,239.0,"Partner, friend, visitor",East North Central Div.,"In metro area, central city","Married, spouse absent",White,White,Other,White,No health insurance coverage,N/A or no schooling,No schooling completed,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,23000,23000,0,23000
55000.0,10.915089,0.0,1,51,3.9318256,2601.0,14.0,196.0,714.0,51.0,14.0,40,3.6888795,40.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,2,97.0,Spouse,East North Central Div.,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,55000,55000,0,55000
81000.0,11.302204,1.0,0,52,3.9512436,2704.0,18.0,324.0,936.0,0.0,0.0,50,3.912023,0.0,0.0,1.0,0.0,Michigan ,Michigan,12.2,35597,2010,1,116.0,Head/Householder,East North Central Div.,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,81500,80000,1000,81000
