salary,lnsalary,satverb,satmath,highgrade,age,sex,minority,height,weight,genhealth,actscore
25000.0,10.126631,350,350,16,27.0,0,0.0,71.0,140,1,
17000.0,9.740969,450,450,16,28.0,1,0.0,63.0,190,2,15.5
70000.0,11.156251,650,650,16,28.0,0,0.0,72.0,165,1,
25000.0,10.126631,550,550,18,27.0,1,0.0,65.0,145,3,
30000.0,10.308952,350,250,12,26.0,0,0.0,71.0,225,4,15.5
80000.0,11.289782,450,550,16,28.0,0,0.0,73.0,220,2,
36000.0,10.491274,550,650,16,26.0,1,0.0,70.0,155,3,
17500.0,9.769957,350,350,14,27.0,1,1.0,66.0,301,5,
17500.0,9.769957,350,350,16,26.0,1,1.0,64.0,148,3,
27000.0,10.203592,450,350,16,26.0,1,1.0,63.0,200,1,15.5
27000.0,10.203592,550,750,14,26.0,1,1.0,64.0,130,2,
39500.0,10.584056,550,450,17,27.0,0,1.0,68.0,332,2,
12000.0,9.392662,450,450,13,28.0,0,1.0,68.0,195,3,
600.0,6.3969297,350,350,14,27.0,1,0.0,64.0,165,2,
30000.0,10.308952,450,450,16,27.0,1,0.0,65.0,120,1,
22000.0,9.998797,450,450,16,27.0,1,0.0,65.0,115,2,
32000.0,10.373491,350,450,19,28.0,1,0.0,67.0,162,2,
17500.0,9.769957,450,450,16,26.0,0,0.0,67.0,230,4,
35000.0,10.463103,550,450,16,26.0,1,0.0,69.0,150,3,
16000.0,9.680344,350,250,13,27.0,1,1.0,66.0,129,1,
40000.0,10.596635,450,350,13,28.0,0,1.0,69.0,166,2,15.5
26520.0,10.185655,650,450,17,28.0,0,0.0,70.0,185,2,27.5
57000.0,10.950807,650,550,16,26.0,0,1.0,68.0,165,2,
14000.0,9.546813,350,450,12,28.0,1,1.0,65.0,139,3,
30000.0,10.308952,650,650,18,27.0,0,0.0,74.0,178,2,27.5
13000.0,9.472705,450,550,17,26.0,0,0.0,73.0,261,3,
20000.0,9.903487,450,550,16,26.0,0,1.0,70.0,260,2,
43000.0,10.668956,650,550,19,27.0,1,0.0,63.0,152,1,
7000.0,8.853665,650,550,18,26.0,0,0.0,72.0,170,1,
47000.0,10.757903,350,350,12,28.0,0,1.0,72.0,175,4,
25000.0,10.126631,450,450,14,28.0,0,1.0,70.0,190,3,15.5
24000.0,10.085809,450,450,13,28.0,0,0.0,69.0,238,2,
68000.0,11.127263,550,550,16,27.0,1,0.0,62.0,165,1,
22000.0,9.998797,550,550,14,26.0,1,1.0,60.0,125,2,
13000.0,9.472705,450,250,14,28.0,1,1.0,64.0,135,1,
35000.0,10.463103,550,450,19,28.0,0,0.0,71.0,200,2,21.5
48000.0,10.778956,650,750,20,28.0,1,0.0,68.0,140,1,33.5
65000.0,11.082143,550,550,16,26.0,1,0.0,66.0,150,1,
39000.0,10.571317,450,550,16,28.0,1,0.0,64.0,210,3,21.5
24000.0,10.085809,550,650,15,28.0,0,0.0,68.0,150,3,21.5
21000.0,9.952278,550,450,15,26.0,1,1.0,69.0,120,1,
33000.0,10.404263,550,450,16,27.0,1,0.0,64.0,182,2,
37800.0,10.540065,550,550,14,27.0,0,0.0,68.0,158,2,
35000.0,10.463103,650,550,12,26.0,0,0.0,76.0,185,1,
35000.0,10.463103,450,750,14,26.0,1,1.0,67.0,210,3,
28000.0,10.23996,650,450,16,27.0,0,1.0,77.0,330,1,
34000.0,10.434115,450,450,13,28.0,0,1.0,71.0,280,2,
17500.0,9.769957,450,450,18,28.0,1,0.0,64.0,130,1,27.5
2500.0,7.824046,650,650,18,28.0,0,0.0,64.0,180,2,27.5
21500.0,9.975808,650,550,20,28.0,0,0.0,72.0,145,2,27.5
26000.0,10.165852,450,450,16,26.0,1,0.0,65.0,126,2,21.5
82000.0,11.314474,550,750,16,26.0,0,0.0,75.0,185,1,27.5
26000.0,10.165852,550,550,20,27.0,0,1.0,67.0,180,1,21.5
14000.0,9.546813,650,450,18,28.0,1,0.0,63.0,195,2,
30000.0,10.308952,550,650,18,27.0,1,1.0,68.0,135,2,
42000.0,10.645425,650,650,17,28.0,1,0.0,69.0,145,1,27.5
65000.0,11.082143,550,550,16,28.0,1,0.0,63.0,145,1,27.5
20000.0,9.903487,650,650,20,27.0,0,0.0,74.0,145,1,
37500.0,10.532096,650,650,17,27.0,1,0.0,68.0,215,3,33.5
130254.0,11.777242,550,650,18,26.0,0,0.0,71.0,190,2,27.5
22000.0,9.998797,550,750,19,27.0,1,0.0,64.0,130,1,33.5
57000.0,10.950807,550,750,16,26.0,0,0.0,67.0,175,2,27.5
130254.0,11.777242,450,550,12,28.0,0,0.0,72.0,220,3,21.5
8000.0,8.987197,650,650,16,26.0,0,0.0,71.0,180,2,33.5
50000.0,10.819778,450,550,12,27.0,0,0.0,73.0,184,1,
17000.0,9.740969,550,550,16,26.0,1,0.0,64.0,135,2,
33000.0,10.404263,550,550,17,28.0,0,0.0,64.0,130,3,
31000.0,10.3417425,450,450,14,27.0,1,0.0,64.0,130,1,
65000.0,11.082143,450,450,17,26.0,0,0.0,72.0,185,1,
45000.0,10.714417,450,450,16,27.0,1,0.0,74.0,145,1,
4000.0,8.294049,450,450,13,28.0,1,0.0,50.0,102,1,
62000.0,11.034889,450,550,16,27.0,1,0.0,61.0,130,3,
3600.0,8.188689,550,550,16,27.0,1,1.0,60.0,175,4,33.5
37500.0,10.532096,450,450,16,28.0,0,0.0,69.0,180,1,
30720.0,10.332669,750,350,15,27.0,1,0.0,68.0,150,1,27.5
42500.0,10.657259,450,550,16,26.0,1,0.0,67.0,155,3,
40000.0,10.596635,450,450,17,28.0,1,0.0,67.0,275,2,
20000.0,9.903487,550,350,16,27.0,1,1.0,69.0,125,4,21.5
70000.0,11.156251,550,650,16,27.0,0,0.0,68.0,130,2,
16000.0,9.680344,650,350,13,27.0,1,0.0,62.0,145,3,27.5
77000.0,11.251561,550,450,18,27.0,1,1.0,67.0,178,2,
57000.0,10.950807,450,650,15,28.0,0,1.0,70.0,185,2,
58000.0,10.968198,550,550,16,26.0,1,0.0,63.0,160,1,27.5
24000.0,10.085809,550,450,12,28.0,0,1.0,70.0,201,2,
32000.0,10.373491,650,550,16,26.0,0,1.0,72.0,175,1,
32000.0,10.373491,550,550,17,27.0,1,0.0,69.0,225,1,21.5
19000.0,9.852194,550,350,13,27.0,1,1.0,64.0,125,2,
36000.0,10.491274,250,250,12,28.0,1,1.0,62.0,132,3,
51000.0,10.839581,450,350,12,27.0,0,1.0,67.0,140,2,
17500.0,9.769957,450,450,18,26.0,0,1.0,67.0,130,2,
16500.0,9.711116,650,650,12,27.0,1,1.0,63.0,232,2,27.5
30000.0,10.308952,450,350,16,27.0,1,1.0,65.0,150,2,15.5
46500.0,10.747208,550,550,19,27.0,1,0.0,63.0,125,1,
20000.0,9.903487,550,550,18,26.0,1,0.0,63.0,126,2,15.5
67000.0,11.112448,450,650,16,28.0,1,0.0,64.0,155,2,27.5
24382.0,10.101601,450,450,12,28.0,1,0.0,69.0,260,3,
35000.0,10.463103,750,550,14,26.0,1,1.0,66.0,165,2,
